indicativo,p_max,n_fog,inso,nw_55,tm_min,ta_max,ts_min,nt_30,w_racha,np_100,p_sol,nw_91,np_001,ta_min,np_300,evap,p_mes,n_tor,w_med,nt_00,ti_max,tm_mes,tm_max,np_010,fecha,n_gra,n_llu,n_nie,w_rec,n_cub,q_max,q_med,nv_0050,n_des,n_nub,nv_1000,nv_0100,q_min,hr,q_mar,e,glo
6155A,29.0(10),5,6.3,11,8,22.4(19),16,0,31/25.0(02),2,63,0,7,4.4(05),0,2828,54,0,12,0,12,11.7,15.5,7,1951-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,36.0(11),1,6.5,4,8.7,22.0(21),13.2,0,31/18.9(06),3,59,0,6,5.4(06),1,2208,87,1,10,0,9.8,12.6,16.6,6,1951-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,21.0(11),1,6.8,7,10.9,30.0(24),16,1,22/18.9(13),2,57,0,7,7.6(05),0,2625,42.6,0,16,0,13,15,19.2,5,1951-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,17.0(26),2,7.9,0,11.7,25.8(19),15.2,0,13/15.0(10),2,60,0,4,6.2(02),0,2785,33,0,10,0,16,15.7,19.7,4,1951-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,5.0(06),1,9.2,0,13.6,31.2(24),18.6,2,13/15.0(19),0,65,0,3,8.6(11),0,1786,8.4,1,11,0,17.8,18.7,23.8,3,1951-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,1.0(03),1,10.1,1,18.2,34.4(22),21.6,3,13/16.1(23),0,69,0,1,13.6(02),0,1073,1,2,10,0,20.8,22.3,26.4,1,1951-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),1,11.9,0,20.3,40.8(22),25.4,10,13/11.1(05),0,83,0,0,15.5(14),0,1898,0,1,10,0,24.8,25,29.7,0,1951-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),0,10.2,0,20.1,36.6(31),24,11,31/13.1(09),0,75,0,0,16.8(05),0,1935,0,0,11,0,27,25.2,30.1,0,1951-08,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,26.2(11),0,7.7,0,18.2,31.8(03),21.2,6,13/11.9(22),2,62,0,3,16.0(09),0,1242,46.7,1,9,0,21,22.9,27.5,3,1951-09,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,1.8(30),1,8.1,0,13.6,29.0(05),19,0,31/11.9(14),0,72,0,2,8.4(27),0,1638,3.5,0,10,0,18.3,18.7,23.7,2,1951-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,42.0(09),2,5.7,0,10.5,23.6(03),14.5,0,13/15.0(07),5,55,0,9,6.2(16),1,900,142.3,0,12,0,15.5,14.9,19.3,9,1951-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,16.8(23),2,4.5,2,10.3,22.6(11),15,0,31/20.0(29),2,47,0,4,5.8(09),0,1002,39,0,12,0,15.2,14.2,18.1,3,1951-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,42.0(09/nov),17,7.9,25,13.7,40.8(22/jul),25.4,33,31/25.0(02/ene),18,64,0,46,4.4(05/ene),2,21920,457.5,6,11,0,9.8,18.1,22.5,43,1951-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,24.0(22),0,6.4,0,6.1,20.5(01),12,0,31/13.1(11),2,64,0,7,0.2(21),0,1040,66.1,0,10,0,10.8,10.9,15.7,6,1952-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.8(26),0,7.3,1,8.2,22.8(08),12.8,0,31/18.9(01),0,67,0,1,1.6(07),0,1022,0.8,0,12,0,13.4,12.5,16.7,0,1952-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,20.0(29),3,7,0,11.2,31.2(23),19.2,1,31/13.1(17),3,59,0,7,6.5(02),0,1173,61.4,0,9,0,15,16.8,22.4,7,1952-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,14.2(29),1,7.9,0,10.7,30.0(21),15,1,31/13.1(02),2,60,0,6,4.6(04),0,1001,43.4,1,8,0,16.6,16.5,22.2,6,1952-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,35.0(03),1,9.1,0,14.3,30.6(18),18,1,31/10.0(27),4,64,0,10,10.0(01),1,1068,93,1,8,0,16.6,18.8,23.4,9,1952-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),2,10.8,0,19.1,38.2(07),25.2,14,13/11.9(09),0,74,0,0,13.5(02),0,1698,0,0,8,0,24.6,24.5,29.8,0,1952-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),1,11.1,1,20.5,40.3(08),24,20,31/18.9(29),0,77,0,0,18.0(07),0,1328,0,0,10,0,28.3,26,31.5,0,1952-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,33.1(28),1,9.9,0,20.6,39.5(16),27.4,13,31/13.1(09),1,73,0,3,15.4(02),1,1797,35.2,2,10,0,23.8,25.9,31.3,2,1952-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.8(01),0,8.8,0,17.4,32.5(06),22.4,7,31/8.9(26),0,71,0,2,11.4(17),0,1330,1,0,9,0,23,22.4,27.5,0,1952-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,33.2(19),2,7.6,0,15.5,36.0(11),20.2,5,31/11.9(22),1,67,0,2,10.6(05),1,1215,42.4,2,8,0,18.4,20.6,25.7,2,1952-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,10.0(14),0,6.6,0,11.8,25.6(06),16.2,0,31/13.9(07),1,64,0,7,7.4(18),0,694,36.6,0,10,0,16.6,16.3,20.7,7,1952-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,15.3(02),3,6.5,5,9.3,22.0(14),15.2,0,31/21.1(17),2,67,0,5,1.8(10),0,590,37.9,0,12,0,10.6,13.5,17.7,5,1952-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,35.0(03/may),14,8.3,7,13.7,40.3(08/jul),27.4,62,31/21.1(17/dic),16,67,0,50,0.2(21/ene),3,13956,417.8,6,10,0,10.6,18.7,23.7,44,1952-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,24.2(24),0,6,6,6.9,23.8(31),14.4,0,13/18.9(16),1,60,0,6,0.0(11),0,554,41.2,0,12,1,11.2,10.9,14.9,6,1953-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,75.0(05),1,6.8,4,7.9,24.4(01),15,0,31/16.9(11),2,63,0,5,1.2(18),1,540,96.3,0,8,0,11.6,11.8,15.7,3,1953-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,73.0(21),0,5.2,2,9.9,23.8(08),12.6,0,13/18.1(18),2,43,0,8,5.0(08),1,557,113.7,4,9,0,13,13.1,16.3,7,1953-03,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,26.4(19),1,8.4,0,11.9,27.8(13),15,0,31/15.0(04),1,64,0,3,6.6(06),0,628,28,0,6,0,16,16,20.2,1,1953-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),7,9.7,0,15.7,34.6(08),20.6,3,22/11.9(07),0,68,0,0,12.0(04),0,1315,0,1,7,0,20,20.9,26.2,0,1953-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),9,11.4,0,16.8,35.6(16),21,8,31/13.9(07),0,78,0,0,9.8(06),0,1438,0,1,7,0,22.4,22.5,28.3,0,1953-06,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),0,11.4,1,20.8,40.0(27),24,8,27/16.9(18),0,79,0,0,17.4(01),0,1584,0,0,7,0,26.2,25.3,29.7,0,1953-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),1,10.6,0,21.7,44.0(09),24.6,8,31/15.0(21),0,79,0,0,19.2(16),0,1111,0,0,8,0,26.8,25.9,30.1,0,1953-08,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,5.6(26),0,8.8,0,18.8,33.6(21),23,7,13/11.9(15),0,71,0,3,12.0(27),0,818,6.9,1,7,0,22.6,23.3,27.7,1,1953-09,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,28.6(13),3,5.6,0,15,29.0(04),18.6,0,18/13.9(13),2,50,0,10,9.8(27),0,601,55.5,0,6,0,17.6,18.6,22.3,7,1953-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,44.0(16),1,5.9,2,12.7,23.4(01),17.4,0,31/20.0(03),2,57,0,6,9.8(25),2,726,94,3,9,0,15.2,16,19.3,6,1953-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,34.3(07),0,4.7,4,10.8,20.0(12),15.3,0,13/20.0(07),4,48,0,9,6.4(28),2,717,127.1,2,7,0,14.8,14.3,17.8,9,1953-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,75.0(05/feb),23,7.9,19,14.1,44.0(09/ago),24.6,34,31/20.0(03/nov),14,63,0,50,0.0(11/ene),6,10589,562.7,12,8,1,11.2,18.2,22.4,40,1953-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,18.0(24),0,5.7,1,6.8,19.8(15),13.8,0,31/18.9(14),3,57,0,6,1.8(11),0,852,47,2,12,0,6.4,10.6,14.4,4,1954-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,27.2(02),0,8.1,2,6.4,22.0(27),13.6,0,31/18.9(19),1,74,0,4,-3.8(04),0,787,31.7,0,10,4,5,10.9,15.3,2,1954-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,36.8(14),4,6.1,0,10.6,26.0(20),17.2,0,18/15.0(25),4,51,0,9,4.8(07),2,1171,110.4,1,9,0,13.4,14.6,18.6,8,1954-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,11.5(12),3,8,0,10.5,26.2(16),14.4,0,33/13.9(08),2,60,0,6,6.4(20),0,1069,38.4,2,9,0,13.8,15.1,19.7,5,1954-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),3,11.1,0,14.3,31.8(31),20.8,2,33/15.0(03),0,78,0,0,9.2(06),0,1325,0,0,10,0,19.4,19.1,23.9,0,1954-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,14.4(02),0,11.6,0,17.2,40.2(27),24.6,8,18/15.0(08),1,79,0,1,14.0(03),0,1781,14.4,0,9,0,21.4,22.3,27.4,1,1954-06,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,5.2(20),7,12.3,0,19.2,39.6(29),22.6,8,31/13.9(12),0,85,0,1,15.6(02),0,1863,5.2,1,8,0,21.6,23.8,28.4,1,1954-07,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,1.0(30),2,11.4,0,19.7,38.4(06),24.4,8,29/13.9(13),0,84,0,1,13.5(16),0,2517,1,1,9,0,23.4,24.3,29,1,1954-08,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),1,9.1,1,18.5,34.8(01),22.6,6,27/18.1(17),0,73,0,0,14.8(06),0,1796,0,0,8,0,23.4,22.9,27.3,0,1954-09,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,12.5(21),1,8.2,0,15.6,28.4(26),20,0,31/13.1(26),1,73,0,1,11.0(19),0,1521,12.5,0,7,0,21.8,19.9,24.1,1,1954-10,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,37.0(08),2,7.1,0,13.3,25.5(11),18,0,27/15.0(08),2,70,0,4,6.6(19),1,650,52.2,1,6,0,17.2,16.9,20.4,3,1954-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,30.5(10),1,6,2,9.8,21.8(23),14,0,31/18.1(13),2,61,0,5,5.2(24),1,960,52.4,0,8,0,10,13.4,17,5,1954-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,37.0(08/nov),24,8.7,6,13.5,40.2(27/jun),24.6,32,31/18.9(14/ene),16,70,0,38,-3.8(04/feb),4,16292,365.2,8,9,4,5,17.8,22.1,31,1954-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,32.0(03),0,5.9,0,11.8,22.4(19),16.4,0,15/13.9(02),3,59,0,8,7.4(25),1,839,88.6,0,10,0,11,14.8,17.8,8,1955-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,67.0(16),2,6.3,1,9.9,22.8(14),16.8,0,31/18.1(26),5,58,0,10,4.0(21),2,909,163.3,1,10,0,10.6,13.6,17.2,9,1955-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,71.0(11),2,5.9,3,9.2,25.0(28),16.8,0,13/18.9(11),3,49,0,8,0.4(11),2,1166,139.7,2,9,0,11.4,13.5,17.8,6,1955-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,45.0(23),0,9.1,0,12,27.8(15),16,0,31/11.1(07),1,69,0,3,7.8(06),1,979,50.6,2,9,0,17.6,16.5,21,3,1955-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,2.3(25),1,9.3,0,16.7,33.2(15),21,5,13/8.1(20),0,66,0,1,11.0(02),0,1348,2.3,0,10,0,20.8,21.2,25.6,1,1955-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,2.5(06),1,11.2,0,18.2,31.0(19),20.4,6,31/15.0(20),0,76,0,2,15.0(11),0,1905,4.6,2,10,0,24,23,27.7,2,1955-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,1.2(03),1,10.8,0,20.9,39.0(04),25,19,18/13.9(01),0,75,0,2,18.0(01),0,1870,1.4,1,11,0,25.5,26.2,31.5,1,1955-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.7(27),1,11.4,0,20.7,38.4(06),24.4,12,31/13.9(13),0,84,0,1,15.5(16),0,2729,0.7,2,10,0,25.5,25.5,30.3,0,1955-08,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),0,9.4,0,20,40.0(01),25.4,7,18/13.9(01),0,75,0,0,16.0(27),0,2789,0,0,10,0,23,24.2,28.4,0,1955-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,57.9(29),0,6.6,2,15.1,29.4(08),20,0,13/26.1(29),3,58,1,6,8.6(23),2,956,122.1,4,9,0,17.6,19.3,23.6,6,1955-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,42.7(11),0,3.7,0,13.7,23.6(06),17,0,09/15.0(17),2,36,0,9,9.0(13),1,1020,78.3,2,10,0,15.4,16.3,19,9,1955-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),0,6.5,0,11.3,22.0(13),17.8,0,31/13.9(30),0,66,0,0,7.0(27),0,820,0,0,10,0,14.6,15,18.6,0,1955-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,71.0(11/mar),8,8,6,15,40.0(01/sep),25.4,49,13/26.1(29/oct),17,64,1,50,0.4(11/mar),9,17330,651.6,16,10,0,10.6,19.1,23.2,45,1955-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,41.7(18),0,6.1,0,8.1,21.0(25),14,0,31/15.0(09),3,61,0,6,2.8(10),1,835,89.3,0,10,0,12,12.6,17.1,5,1956-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,16.2(15),0,6.9,1,4.6,18.0(27),11,0,13/16.1(16),3,63,0,4,0.4(14),0,868,40.6,0,16,0,7.4,8.9,13.2,4,1956-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,36.5(31),1,5.6,0,8.7,24.5(02),12.5,0,27/10.0(23),3,47,0,12,4.4(22),1,691,128.8,0,9,0,12,13.3,17.8,12,1956-03,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,37.0(21),0,7,0,10.4,27.8(17),15,0,18/10.0(14),2,53,0,10,6.2(28),1,654,78.6,2,9,0,14.5,14.8,19.2,9,1956-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,6.3(21),2,11.2,0,12.7,30.0(24),17.4,2,18/11.9(20),0,79,0,1,8.2(02),0,1169,6.3,0,9,0,19,18.5,24.2,1,1956-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),0,11.2,0,16.4,35.0(07),20.4,5,13/10.0(03),0,76,0,0,13.0(10),0,1308,0,0,10,0,22,21.4,26.3,0,1956-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,8.5(21),1,12.3,0,19.2,39.6(28),25.8,15,31/10.0(01),0,85,0,2,10.0(18),0,1794,11.3,0,13,0,20.8,24.8,30.5,2,1956-07,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,9.0(05),1,10.9,0,NA,NA,NA,NA,31/11.1(03),0,81,0,1,NA,0,1613,9,0,12,NA,NA,NA,NA,1,1956-08,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,25.3(24),2,8.7,0,17.1,31.6(06),20.4,2,31/8.1(01),1,70,0,3,13.0(28),0,1185,35.1,2,8,0,20.6,21.8,26.5,3,1956-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,10.0(14),0,7.6,0,15.1,27.0(04),19.4,0,13/8.9(12),1,68,0,3,7.0(30),0,632,18.8,1,8,0,18.8,19.1,23.1,2,1956-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,104.4(16),0,7.2,0,10.2,24.0(03),15.4,0,31/11.9(29),3,70,0,7,5.8(20),1,913,159.5,2,13,0,12,14.4,18.5,7,1956-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,13.0(20),0,6.6,0,6.4,19.8(26),11.4,0,31/11.9(24),1,68,0,1,2.0(03),0,622,13,0,9,0,13.6,11.2,16.1,1,1956-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,104.4(16/nov),7,8.4,1,NA,NA,NA,NA,13/16.1(16/feb),17,68,0,50,NA,4,12284,590.3,7,11,NA,NA,NA,NA,47,1956-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,33.2(20),0,6.4,0,5.7,20.0(07),12,0,31/11.9(26),3,64,0,5,0.0(17),1,624,67.7,3,11,1,4.6,10.2,14.7,5,1957-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,5.4(16),0,8.2,1,8.6,23.2(23),14,0,22/20.0(17),0,75,0,4,3.4(02),0,568,13.5,0,11,0,13.4,13.7,18.7,4,1957-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,6.6(12),3,6.6,0,10.8,29.0(17),16.2,0,13/10.0(03),0,55,0,4,7.2(08),0,916,14.4,0,11,0,14.8,15.8,20.7,4,1957-03,0,4,0,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,24.0(08),0,6,0,10.9,25.6(02),14.4,0,13/8.9(05),4,45,0,10,5.8(15),0,800,90.1,0,12,0,13.8,15.1,19.3,7,1957-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,20.0(26),0,9.3,0,13.6,33.0(19),18.4,1,31/8.9(12),2,65,0,3,8.0(02),0,910,41.8,1,10,0,15,18.1,22.5,3,1957-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,2.9(09),0,11,0,16.6,33.0(21),21.4,6,31/8.1(10),0,75,0,2,13.0(02),0,1289,3.4,0,11,0,21,21.6,26.6,1,1957-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),3,11.9,0,20.4,40.2(10),25.8,9,09/8.9(11),0,83,0,0,17.0(01),0,1153,0,0,11,0,25.4,24.8,29.2,0,1957-07,0,0,0,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),1,10.8,0,21.5,37.8(23),25.4,14,27/8.3(13),0,79,0,0,18.2(23),0,1098,0,0,10,0,27.2,26.1,30.6,0,1957-08,0,0,0,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,313.0(27),0,8.9,0,20.1,35.0(26),24.6,4,31/11.9(27),1,71,0,3,16.8(19),1,691,316.5,2,10,0,24.6,24,27.9,3,1957-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,12.5(12),1,6.7,0,14.6,28.0(05),18.2,0,31/10.0(02),1,59,0,4,9.8(29),0,554,29.8,3,8,0,19.8,18.4,22.2,4,1957-10,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,22.0(23),1,6.8,1,10.4,24.2(02),16,0,31/20.0(09),1,66,0,6,6.2(12),0,540,50.7,0,10,0,13.8,14.5,18.6,6,1957-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,20.7(11),0,5.5,0,7.6,20.2(08),13,0,31/11.9(18),2,56,0,9,2.4(27),0,487,49.9,1,11,0,11.6,11.4,15.2,9,1957-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,313.0(27/sep),9,8.2,2,13.4,40.2(10/jul),25.8,34,22/20.0(17/feb),14,66,0,50,0.0(17/ene),2,9630,677.8,10,11,1,4.6,17.8,22.2,46,1957-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,15.0(01),3,6.1,0,7.8,22.2(07),13.4,0,31/13.9(12),1,61,0,4,1.0(15),0,690,19.3,0,12,0,12.4,11.9,16.1,4,1958-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,11.4(19),0,5.4,NA,10.6,23.0(18),16.2,0,NA,1,50,NA,3,3.2(27),0,423,12.9,0,10,0,13.8,14.4,18.3,2,1958-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,27.0(24),0,7.5,2,10.2,28.6(15),18,0,31/18.1(08),2,63,0,4,3.6(13),0,147,57.2,0,14,0,15,15.4,20.6,4,1958-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,18.0(12),3,8.6,0,10.9,27.6(24),16,0,31/11.9(16),1,65,0,3,4.0(14),0,828,27.5,2,11,0,13,15.8,20.7,3,1958-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,2.5(13),0,NA,0,15.2,33.0(21),20,6,22/13.1(11),0,NA,0,2,11.8(03),0,1881,4.5,0,12,0,19.8,20.7,26.2,2,1958-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),2,11.3,0,18.2,34.6(27),22.6,11,20/11.9(08),0,77,0,0,14.0(01),0,1175,0,0,13,0,23,23.1,28,0,1958-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),4,12.2,0,18.9,36.6(22),22.6,8,31/8.9(15),0,85,0,0,16.0(07),0,1352,0,0,11,0,23.2,23.5,28.1,0,1958-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155A,0.0(--),2,10.1,0,20.6,41.0(11),24.4,12,31/8.9(19),0,74,0,0,17.0(23),0,1514,0,0,11,0,24,25.1,29.6,0,1958-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
